LBW,95% UI,
1.563256899,1.030065844,2.276404009
1.564044987,1.0301032,2.278983167
1.564831579,1.03014046,2.281560593
1.565616677,1.030177623,2.284136278
1.566400288,1.030214689,2.286710216
1.567182413,1.03025166,2.289282399
1.567963057,1.030288534,2.291852819
1.568742223,1.030325313,2.29442147
1.569519916,1.030361996,2.296988344
1.57029614,1.030398584,2.299553435
1.571070897,1.030435077,2.302116734
1.571844192,1.030471475,2.304678235
1.572616029,1.030507778,2.307237931
1.573386411,1.030543988,2.309795815
1.574155342,1.030580103,2.312351879
1.574922826,1.030616125,2.314906118
1.575688866,1.030652053,2.317458523
1.576453467,1.030687888,2.320009088
1.577216632,1.03072363,2.322557806
1.577978364,1.030759279,2.324969941
1.578738667,1.030794836,2.327309512
1.579497546,1.0308303,2.329645318
1.580255003,1.030865672,2.331977359
1.581011042,1.030900952,2.334305635
1.581765668,1.030936141,2.336630147
1.582518883,1.030971239,2.338950893
1.583270692,1.031006245,2.341267874
1.584021097,1.031041161,2.343581089
1.584770103,1.031075986,2.34589054
1.585517713,1.031110721,2.348196226
1.58626393,1.031145366,2.350498148
1.587008759,1.031179921,2.352796306
1.587752203,1.031214386,2.355090701
1.588494265,1.031248762,2.357381333
1.589234949,1.031283049,2.359668203
1.589974259,1.031317247,2.361951311
1.590712198,1.031351357,2.364230659
1.59144877,1.031385378,2.366506248
1.592183977,1.031419311,2.368778077
1.592917825,1.031453156,2.37104615
1.593650315,1.031486913,2.373310466
1.594381453,1.031520584,2.375571027
1.59511124,1.031554167,2.377827835
1.595839681,1.031587663,2.38008089
1.596566779,1.031621072,2.382330194
1.597292538,1.031654396,2.384575749
1.598016961,1.031687633,2.386817556
1.598740051,1.031720784,2.389055617
1.599461812,1.031753849,2.391289934
1.600182248,1.031786829,2.393520508
1.600901361,1.031819724,2.395747342
1.601619155,1.031852534,2.397970437
1.602335634,1.03188526,2.400189796
1.603050801,1.031917901,2.40240542
1.603764659,1.031950458,2.404617313
1.604477212,1.03198293,2.406825475
1.605188463,1.03201532,2.40902991
1.605898416,1.032047625,2.41123062
1.606607073,1.032079848,2.413427607
1.607314438,1.032111987,2.415620873
1.608020515,1.032144044,2.417810423
1.608725306,1.032176018,2.420268875
1.609428816,1.032207911,2.422849504
1.610131047,1.032239721,2.425428236
1.610832002,1.032271449,2.428005065
1.611531685,1.032303096,2.430579986
1.6122301,1.032334662,2.433152991
1.612927249,1.032366146,2.435724077
1.613623136,1.03239755,2.438293236
1.614317764,1.032428873,2.440860463
1.615011135,1.032460116,2.443425751
1.615703255,1.032491279,2.445989097
1.616394125,1.032522363,2.448550492
1.617083749,1.032553366,2.451109933
1.61777213,1.03258429,2.453667414
1.618459271,1.032615135,2.456222928
1.619145176,1.032645902,2.45877647
1.619829847,1.032676589,2.461328035
1.620513288,1.032707199,2.463877618
1.621195503,1.03273773,2.466425212
1.621876493,1.032768183,2.468970814
1.622556263,1.032798559,2.471514416
1.623234815,1.032828857,2.474056015
1.623912152,1.032859078,2.476595604
1.624588278,1.032889222,2.479133179
1.625263197,1.03291929,2.481668734
1.625936909,1.03294928,2.484202265
1.62660942,1.032979195,2.486733765
1.627280732,1.033009034,2.489263231
1.627950848,1.033038797,2.491790657
1.628619772,1.033068484,2.494316039
1.629287505,1.033098096,2.49683937
1.629954052,1.033127633,2.499360647
1.630619415,1.033157095,2.501879864
1.631283598,1.033186483,2.504397018
1.631946603,1.033215796,2.506912102
1.632608434,1.033245035,2.509425112
1.633269093,1.0332742,2.511936045
1.633928583,1.033303292,2.514444894
1.634586908,1.03333231,2.516951655
1.635244071,1.033361255,2.519456324
1.635900074,1.033390127,2.521958897
1.63655492,1.033418926,2.524459368
1.637208613,1.033447653,2.526957734
1.637861155,1.033476307,2.52945399
1.638512549,1.03350489,2.531948131
1.639162799,1.0335334,2.534440154
1.639811907,1.033561839,2.536930054
1.640459875,1.033590207,2.539417826
1.641106708,1.033618503,2.541903467
1.641752408,1.033646729,2.544386973
1.642396978,1.033674884,2.546868339
1.64304042,1.033702968,2.549347561
1.643682738,1.033730983,2.551824635
1.644323934,1.033758927,2.554299557
1.644964012,1.033786801,2.556772324
1.645602974,1.033814606,2.559242931
1.646240823,1.033842342,2.561711375
1.646877562,1.033870008,2.564177651
1.647513193,1.033897606,2.566641756
1.648147721,1.033925135,2.569103685
1.648781146,1.033952596,2.571563437
1.649413473,1.033979988,2.574021006
1.650044704,1.034007312,2.576476388
1.650674842,1.034034569,2.578929582
1.651303889,1.034061758,2.581380582
1.651931849,1.03408888,2.583829385
1.652558724,1.034115934,2.586275988
1.653184517,1.034142922,2.588720388
1.65380923,1.034169843,2.59116258
1.654432867,1.034196698,2.593589538
1.655055431,1.034223486,2.596007853
1.655676923,1.034250208,2.598364183
1.656297347,1.034276865,2.599918754
1.656916706,1.034303456,2.601470771
1.657535001,1.034329982,2.603020243
1.658152237,1.034356442,2.604567184
1.658768415,1.034382838,2.606111603
1.659383538,1.034409169,2.607653514
1.65999761,1.034435435,2.609192925
1.660610632,1.034461637,2.610729849
1.661222607,1.034487775,2.612264297
1.661833539,1.034513849,2.61379628
1.662443429,1.03453986,2.615325808
1.66305228,1.034565807,2.616837761
1.663660095,1.034591691,2.618335334
1.664266877,1.034617512,2.619830485
1.664872629,1.03464327,2.621323224
1.665477352,1.034668965,2.622813562
1.666081049,1.034694598,2.624301511
1.666683724,1.034720169,2.625787081
1.667285378,1.034745678,2.627270283
1.667886015,1.034771125,2.628751127
1.668485636,1.034796511,2.630229625
1.669084246,1.034821835,2.631705786
1.669681845,1.034847098,2.633179622
1.670278437,1.0348723,2.634651142
1.670874024,1.034897442,2.636120357
1.671468608,1.034922523,2.637587277
1.672062193,1.034947543,2.639051913
1.672654781,1.034972504,2.640514275
1.673246375,1.034997404,2.641974372
1.673836976,1.035022245,2.643432215
1.674426588,1.035047027,2.644887814
1.675015212,1.035071749,2.646341179
1.675602852,1.035096412,2.647792319
1.676189511,1.035121016,2.649241245
1.676775189,1.035145561,2.650687966
1.677359891,1.035170048,2.652132492
1.677943618,1.035194476,2.653574833
1.678526373,1.035218847,2.655014997
1.679108158,1.035243159,2.656452995
1.679688976,1.035267414,2.657888837
1.68026883,1.035291611,2.65932253
1.680847721,1.035315751,2.660754086
